cof,binding_mean,condensate_mean,binding_std,condensate_std
0.1,3.7755102040816326,3.467391304347826,4.077140385035034,2.8368732288289027
0.10985411419875583,3.339622641509434,3.990049751243781,3.0153281133544114,3.3179846373829935
0.12067926406393285,4.186111111111111,3.9978354978354975,5.056265975725956,3.3813098790545006
0.13257113655901093,3.9289215686274503,4.039930555555555,5.104329523329916,3.5255142118761102
0.14563484775012436,2.9050632911392404,3.8475177304964534,3.025289973932082,3.370331862642437
0.15998587196060582,3.028735632183908,3.492816091954023,3.213974802881618,3.23884707632243
0.1757510624854792,3.365168539325843,3.2664141414141414,3.551992671429184,2.8625837032507047
0.193069772888325,3.378504672897196,3.0906666666666665,3.440306116497747,2.1708681315189193
0.21209508879201905,3.2094395280235988,3.2148760330578514,2.5080772917922025,2.951975418076803
0.2329951810515372,3.7533333333333334,3.396135265700483,3.2632362940968758,3.533723140615465
0.2559547922699536,3.7817204301075265,3.393333333333333,3.13898870445805,3.1888636186659314
0.281176869797423,3.422360248447205,3.7641176470588236,2.5917452076733545,3.477028731059996
0.3088843596477481,3.5136452241715395,4.189546351084813,2.777466467969832,3.9053166601817826
0.3393221771895328,3.892581888246628,4.382142857142857,3.1646857023424855,3.8771185613244015
0.372759372031494,4.151933701657459,3.717789291882556,3.272513410233711,3.501896460535542
0.4094915062380424,3.7765270506108197,3.6383333333333336,2.9157862412377087,3.182471440704452
0.44984326689694454,3.6826732673267326,3.733033033033033,3.1444176011721936,3.5178395507775684
0.49417133613238345,4.027331118493909,3.6214622641509435,3.5991026498839362,3.448575391789011
0.5428675439323859,4.332158185162477,3.8153954802259884,3.683030694865872,3.587002560235479
0.5963623316594643,4.403115000941089,3.810814249363868,3.499987496800917,3.7157177234609158
0.6551285568595507,4.122852849226475,3.8730555555555553,3.1787069271341517,3.3775949595689165
0.7196856730011519,4.117324373272329,4.0869912131519275,3.0987059875829566,3.6383007742623157
0.7906043210907697,4.235874235054563,4.213277597986336,3.102443643616016,3.533287638263495
0.8685113737513525,4.089165426936324,4.668834688346883,2.968944776139845,4.04483665516354
0.9540954763499939,4.032091982091982,5.0360082304526745,3.0662003439637897,4.168686854669732
1.0481131341546859,4.0984978876545135,15.636878657963557,3.3423225346805965,8.203490867939866
1.151395399326447,4.461696086480569,15.716154800999877,3.6617796018935542,7.933224819666659
1.2648552168552958,4.887470690013063,15.641200323793248,4.2061048413889806,8.215806841895267
1.3894954943731375,5.077662862662862,15.708016312951724,4.091811715049254,8.380569173148777
1.5264179671752334,4.987812187812188,14.942991048167327,3.945828069886284,7.504332130899306
1.6768329368110073,5.123024260461761,14.618751698455986,3.7256250586745505,7.231601425557668
1.8420699693267153,5.4239403989404,14.890803146105338,4.144774470196908,7.176456142488179
2.0235896477251565,5.799684821425251,14.935083840967916,4.5431799338139385,7.0844312685014215
2.2229964825261943,5.877331192404722,14.805913526594246,4.258668299907441,6.946036424963342
2.442053094548651,6.268427111867557,14.613426590237875,4.410564671758884,7.04198479071531
2.6826957952797246,6.549200503776741,14.725240236918836,4.2036673568708744,7.360791924543959
2.9470517025518097,7.085464429240591,15.46944283923695,4.80016304553982,8.123042326006725
3.2374575428176433,7.223401765375704,15.304096417422176,4.977416544397891,7.855580731266844
3.5564803062231287,7.643284901003869,15.467360481869036,5.02255716782952,8.742477978690186
3.9069399370546147,7.782769184479351,14.998693973599284,5.100322814863231,8.208713575622944
4.291934260128776,8.020020101385903,14.976573462978978,4.851580815785859,8.17576717608269
4.714866363457392,8.605223834637709,15.121414364709235,5.0428701941439,8.233743807081153
5.17947467923121,9.468459638172034,14.351193758197272,5.456157634203952,7.290425484006138
5.689866029018296,10.220143079822973,14.521870238818714,6.060062953383934,7.719873533860637
6.25055192527397,10.689396640245178,14.848954585667919,6.114524833740951,7.489154841144381
6.866488450042998,10.905918967410324,14.822412851200399,5.569056846365346,7.45687345276019
7.543120063354615,11.638715259034397,14.88910772835999,6.028257737809656,8.211453231336879
8.286427728546842,13.171898369459916,14.776114501984752,6.943048073112417,8.3103999606896
9.102981779915218,14.160568503671422,14.749674487069013,7.559909159363043,8.127760259714519
10.0,15.335841507346409,14.863248181800591,8.595384595044452,7.69072013961605
